Member_number,Date,itemDescription,_basket_id
1761,24-01-2025,canned beer,2042
1429,06-07-2025,root vegetables,1947
1178,01-12-2024,canned beer,5144
1409,16-03-2024,paper towels,3437
2013,20-07-2024,salsa,5788
1259,12-09-2025,soda,584
1691,12-06-2024,canned beer,1060
1349,28-12-2025,root vegetables,3475
2133,28-10-2024,chips,45
1646,07-03-2024,tropical fruit,5034
1910,06-03-2025,pasta,3256
1272,07-07-2025,white bread,3206
1149,19-08-2024,margarine,541
1939,07-06-2024,root vegetables,4072
1743,15-01-2024,white bread,4437
1304,24-05-2024,white bread,2465
1324,23-01-2025,bottled water,4851
1761,08-07-2024,margarine,1913
1001,25-12-2025,margarine,776
1824,05-10-2025,frozen vegetables,2077
1669,22-08-2024,tomato sauce,1076
1083,03-06-2024,canned beer,5168
2090,29-07-2025,tortillas,5647
1798,17-09-2025,tropical fruit,497
1896,03-06-2025,onions,12
1451,20-11-2024,chocolate,5240
1579,27-08-2025,creamer,5827
1038,15-10-2024,margarine,1563
2155,10-01-2024,margarine,2134
2076,26-06-2024,citrus fruit,3603
1824,14-08-2025,yogurt,4634
1016,30-07-2025,canned beer,2532
1298,15-07-2024,beef,4896
1741,12-04-2024,frozen vegetables,4041
2142,23-03-2025,bottled water,3482
1484,23-02-2024,salty snack,2635
1978,06-11-2024,  NAPKINS,5671
1946,02-01-2025,rolls/buns,2611
1555,05-04-2024,canned beer,3248
2051,15-05-2025,newspapers,1251
1714,09-12-2024,frankfurter,898
1428,21-07-2024,red wine,930
1374,20-11-2024,dish detergent,457
2155,09-07-2025,white bread,3346
1267,26-08-2024,onions,5022
1514,07-09-2025,yogurt,519
1135,03-03-2025,bananas,5323
1985,02-08-2024,canned beer,393
2008,18-09-2024,chocolate,2809
1091,20-05-2025,white bread,1534
1476,20-01-2024,  GROUND BEEF,992
1875,13-06-2024,yogurt,4891
1723,05-08-2025,frankfurter,2309
1704,04-08-2025,margarine,3518
1978,01-01-2024,root vegetables,2867
1768,08-08-2024,napkins,61
1260,28-08-2024,  BOTTLED WATER,1491
1511,12-05-2025,salty snack,646
1064,28-05-2024,cereal,1099
1024,13-05-2025,whole milk,5147
1195,24-11-2025,yogurt,4262
1232,12-04-2025,root vegetables,846
1711,13-04-2024,canned beer,57
1616,05-11-2025,root vegetables,876
1881,05-02-2025,margarine,4382
1916,28-12-2024,newspapers,5071
1356,03-02-2025,granola,1828
1290,10-11-2025,margarine,5606
1332,19-04-2024,butter,2651
1354,30-10-2024,citrus fruit,5859
2029,21-04-2024,bottled water,5328
1476,20-01-2024,root vegetables,992
1996,03-07-2024,curd,4363
1659,01-03-2024,margarine,5787
2010,28-02-2024,chocolate,3933
1472,07-02-2024,coffee,3161
1332,13-09-2024,canned beer,680
1086,08-05-2024,napkins,1113
2192,15-01-2024,margarine,575
2090,29-07-2025,newspapers,5647
1561,03-12-2025,whole milk,2507
1559,20-12-2024,citrus fruit,1544
1633,01-07-2024,ice cream,2909
2048,08-02-2024,newspapers,3171
1039,26-09-2025,frankfurter,3044
1538,26-09-2025,granola,5932
1430,30-08-2025,ground beef,4404
1204,12-11-2024,beef,5902
1405,23-05-2024,root vegetables,4299
2152,09-10-2025,citrus fruit,1950
1115,21-08-2024,white bread,3670
2151,29-03-2024,dish detergent,5821
1707,19-09-2025,bottled water,4470
1753,07-12-2024,cereal,3755
2116,28-01-2024,yogurt,4938
1500,12-12-2024,root vegetables,997
2164,26-02-2024,root vegetables,3683
1908,27-01-2025,paper towels,1066
1225,03-08-2024,frozen vegetables,2949
1976,11-12-2024,frozen vegetables,1724
1351,12-01-2024,citrus fruit,4949
1619,27-08-2024,coffee,5498
1450,11-06-2025,canned beer,491
1220,04-10-2025,napkins,1446
1410,12-04-2024,frozen vegetables,518
1642,26-09-2024,margarine,4188
1293,02-02-2024,salty snack,1435
1102,29-08-2024,root vegetables,324
2034,17-02-2025,canned beer,3728
1002,19-09-2024,ice cream,2463
1429,12-11-2025,citrus fruit,3836
1341,19-05-2024,soda,2529
1270,06-04-2024,brown bread,1868
1864,21-01-2025,canned beer,449
1859,31-03-2025,cereal,27
2193,07-12-2025,beef,237
1359,17-02-2024,rolls/buns,906
1587,21-06-2024,curd,2889
1805,26-02-2024,bottled water,1940
2106,26-11-2024,sugar,4066
2121,14-04-2025,soda,1430
1783,02-11-2024,  ROOT VEGETABLES,546
2021,16-02-2024,tortillas,5436
1183,27-07-2025,frozen vegetables,5313
1137,09-11-2025,canned beer,3209
2002,19-10-2025,yogurt,4475
1377,06-02-2025,citrus fruit,2294
1396,30-03-2024,soda,357
1485,09-05-2024,napkins,5212
1383,31-07-2025,canned beer,2045
1434,24-06-2024,frankfurter,3486
1278,20-07-2025,salty snack,3240
1183,06-01-2025,margarine,1299
1538,26-09-2025,yogurt,5932
2107,06-02-2024,dish detergent,1679
1806,12-02-2025,pasta,794
1842,14-02-2024,whole milk,4329
2067,01-06-2024,bottled water,4059
2163,11-04-2024,margarine,1297
1243,30-06-2024,white bread,2274
1379,26-03-2024,yogurt,578
1236,16-03-2025,root vegetables,1257
1020,23-12-2024,margarine,2351
2000,21-08-2024,root vegetables,5265
1822,10-01-2024,canned beer,1867
1369,31-01-2024,curd,4752
1225,16-04-2024,white bread,891
2069,08-05-2024,margarine,3398
1266,21-06-2025,tropical fruit,2430
2082,02-06-2024,  WHITE BREAD,1052
2124,21-05-2024,onions,3210
1979,09-12-2025,canned beer,1910
1852,22-11-2025,bottled water,3371
1004,16-04-2025,root vegetables,3512
1411,17-10-2024,curd,3739
2036,30-04-2025,root vegetables,2805
1024,18-02-2024,canned beer,5629
1566,29-01-2024,bottled water,3026
2091,14-07-2025,frozen vegetables,138
1787,18-03-2024,pip fruit,3170
1825,28-06-2024,bottled water,5718
1127,28-11-2024,curd,3912
1460,22-12-2025,tropical fruit,2232
1512,25-08-2025,canned beer,2384
1868,22-08-2024,margarine,326
1814,29-08-2024,margarine,4492
1599,07-08-2024,napkins,29
1245,25-04-2025,onions,2929
1933,16-03-2025,cheese,2063
1801,09-11-2024,root vegetables,4045
1720,07-10-2025,citrus fruit,1830
1202,15-10-2025,domestic eggs,602
1780,27-11-2024,brown bread,424
1894,22-05-2025,pip fruit,5213
1214,02-05-2024,whole milk,1659
2036,27-05-2025,canned beer,3526
1416,11-06-2024,canned beer,2083
1482,11-02-2024,cereal,1887
2135,13-11-2025,diapers,4051
1575,06-10-2025,domestic eggs,5196
2009,22-09-2024,margarine,745
1581,23-10-2025,root vegetables,1916
2193,26-08-2025,rolls/buns,2009
1218,01-11-2024,yogurt,3499
1573,20-04-2024,brown bread,711
1210,31-08-2025,tortillas,2372
1704,08-09-2025,root vegetables,4348
1388,07-09-2025,domestic eggs,4542
1165,31-05-2024,chocolate,3316
1619,27-08-2024,sugar,5498
1433,16-07-2025,crackers,5462
1406,09-05-2024,canned beer,553
1112,19-06-2025,citrus fruit,613
2108,13-07-2025,tortillas,3589
1073,24-07-2025,pastry,1296
1941,30-05-2024,curd,307
1374,09-06-2025,parmesan,4583
1589,17-01-2024,root vegetables,3075
1077,02-04-2024,yogurt,832
1115,07-12-2024,salsa,3377
1149,04-04-2024,rolls/buns,5303
1293,02-04-2024,cereal,50
1201,30-09-2025,whole milk,520
1983,08-08-2025,bottled water,5789
2095,03-08-2024,paper towels,5233
1442,10-05-2024,margarine,3957
1571,18-07-2025,white bread,1269
2090,30-08-2024,pip fruit,3927
1983,09-01-2025,yogurt,5179
1204,12-11-2024,salsa,5902
2000,30-12-2025,newspapers,2698
1249,20-05-2025,margarine,250
1359,14-11-2025,canned beer,1978
2016,06-04-2025,canned beer,4332
1361,17-04-2024,bottled water,4672
1241,05-02-2025,white bread,4392
1761,24-01-2025,margarine,2042
1264,23-12-2025,domestic eggs,2893
1627,29-03-2025,margarine,2633
2118,08-11-2025,rolls/buns,1892
1850,16-06-2024,pip fruit,4219
2102,10-11-2024,onions,414
2145,26-02-2024,chips,2110
1390,24-05-2025,cereal,2758
1980,29-04-2024,curd,710
1583,29-02-2024,sausage,4657
2003,24-07-2024,root vegetables,4622
1426,06-05-2025,citrus fruit,3483
1880,29-03-2025,creamer,1925
1918,06-10-2024,salsa,275
1822,10-01-2024,citrus fruit,1867
1660,26-02-2024,sausage,3435
1929,30-05-2024,diapers,4878
1228,05-06-2025,parmesan,2404
1800,04-01-2025,canned beer,4107
1468,19-01-2025,sugar,1324
1187,23-02-2024,pip fruit,3638
2015,12-08-2024,napkins,3884
1453,04-10-2025,paper towels,3094
1297,10-10-2024,newspapers,2784
2116,28-01-2024,pip fruit,4938
1466,09-04-2024,canned beer,1216
1635,09-10-2024,newspapers,4328
1409,17-01-2025,bottled water,2570
2132,18-04-2024,dish detergent,2376
1151,06-04-2025,sausage,2165
1466,26-12-2025,frozen vegetables,99
1565,18-10-2024,whole milk,1532
1895,26-11-2024,canned beer,5446
1310,21-11-2025,whole milk,4190
1804,15-06-2025,coffee,5311
1069,30-03-2024,domestic eggs,4821
1859,24-09-2025,jam,1061
1636,14-08-2024,tropical fruit,103
1268,31-07-2025,sausage,719
1493,06-11-2025,white bread,3940
1390,28-11-2024,root vegetables,4758
1872,04-03-2024,yogurt,2947
1018,21-08-2025,domestic eggs,3905
1081,06-10-2025,chips,3139
2004,15-01-2024,root vegetables,2760
2019,05-01-2024,citrus fruit,5882
1667,23-11-2024,hamburger meat,3269
1510,24-07-2024,ice cream,603
1780,17-12-2025,canned beer,3738
1658,19-08-2024,domestic eggs,1322
1249,28-04-2024,hamburger meat,2812
1717,25-12-2025,frankfurter,632
1403,28-03-2025,canned beer,1238
1703,08-06-2025,ketchup,1818
1996,25-06-2025,yogurt,1409
2198,06-08-2024,newspapers,36
1788,01-08-2025,newspapers,2320
1829,05-01-2024,frozen vegetables,3566
1964,25-06-2024,  NEWSPAPERS,347
1548,20-02-2025,newspapers,5133
1434,29-03-2025,canned beer,1602
1897,21-06-2024,root vegetables,1321
1107,23-02-2025,curd,2976
2150,30-01-2024,margarine,3986
2049,06-09-2024,newspapers,4700
1011,27-01-2024,root vegetables,1772
1457,27-04-2025,citrus fruit,28
1816,15-07-2025,,5504
1554,26-07-2025,canned beer,1
1006,19-10-2025,beef,3054
1249,01-11-2024,margarine,405
1552,08-12-2024,sausage,288
1189,25-09-2024,chocolate,4032
1077,15-02-2024,pip fruit,5694
1221,12-03-2025,bananas,422
1721,05-07-2024,napkins,3505
2090,02-09-2025,white bread,1832
1106,30-05-2024,red wine,2106
2075,07-01-2024,chips,3456
1549,22-11-2024,jam,5898
1474,30-10-2024,rolls/buns,1788
1929,08-01-2024,yogurt,5971
1636,14-08-2024,whole milk,103
1649,12-02-2025,soda,3807
1326,08-04-2024,bottled water,3743
1661,25-09-2024,paper towels,1588
1183,28-06-2025,pip fruit,2116
1909,11-01-2025,whole milk,5186
1464,17-05-2024,napkins,3334
2037,21-06-2025,whole milk,4842
2098,15-11-2025,citrus fruit,5949
1046,17-12-2024,tropical fruit,2142
1075,04-06-2024,frozen vegetables,3890
1389,15-05-2024,pip fruit,1870
1376,15-05-2025,brown bread,2915
1415,01-10-2025,napkins,2094
1669,19-08-2024,salsa,444
1020,23-12-2024,parmesan,2351
2153,03-01-2025,white bread,579
1298,15-07-2024,ice cream,4896
1775,23-09-2024,  SAUSAGE,1829
1194,03-12-2025,rolls/buns,1183
1071,19-09-2025,paper towels,2112
1125,23-06-2024,canned beer,3350
2078,14-11-2025,margarine,1552
1733,23-03-2024,crackers,1051
2049,06-09-2024,soda,4700
1004,15-01-2024,newspapers,1996
1473,14-02-2024,chocolate,2196
1299,08-09-2025,whole milk,3489
2074,16-10-2024,canned beer,3419
1967,14-11-2025,citrus fruit,2459
1767,20-04-2025,sugar,3313
1161,27-10-2025,root vegetables,1049
1798,12-10-2024,rolls/buns,2003
1558,01-06-2024,white bread,2861
1446,01-02-2024,tortillas,5810
2009,14-06-2025,chocolate,4156
1209,01-01-2025,whole milk,2670
1120,13-10-2025,margarine,2457
1911,11-10-2024,chocolate,3993
1395,26-09-2025,brown bread,672
1501,08-10-2024,white bread,743
1835,28-02-2025,brown bread,5881
2107,18-10-2024,parmesan,3975
1467,09-12-2025,dish detergent,4912
2002,19-10-2025,bananas,4475
1058,03-01-2025,canned beer,234
1406,09-05-2024,chocolate,553
1085,30-11-2024,canned beer,135
2016,26-08-2024,root vegetables,4415
2117,29-11-2025,canned beer,1605
1112,19-06-2025,pip fruit,613
1128,06-10-2024,salsa,4901
1006,19-10-2025,citrus fruit,3054
1740,09-11-2024,bottled water,2802
1718,14-03-2024,tortillas,659
1776,09-08-2025,pasta,5359
1663,12-09-2025,whole milk,2160
1875,18-08-2024,margarine,2370
1436,08-07-2025,root vegetables,1582
1393,07-07-2025,domestic eggs,4506
1606,09-11-2024,canned beer,4566
1648,25-10-2024,white bread,1122
1853,07-10-2025,canned beer,5726
2008,01-12-2025,frankfurter,3644
1086,23-04-2025,canned beer,232
1332,13-09-2024,pastry,680
1783,17-11-2025,whole milk,4524
1821,07-06-2025,canned beer,2779
1871,03-11-2025,canned beer,4412
1046,27-02-2024,citrus fruit,1472
1425,06-11-2024,soda,3127
1639,01-04-2025,whole milk,5884
1448,12-04-2025,soda,5743
1756,06-05-2024,bottled water,1471
2154,26-05-2024,citrus fruit,1165
1272,10-03-2024,newspapers,5783
2079,08-11-2025,root vegetables,2945
1720,25-06-2025,paper towels,364
2002,19-10-2025,diapers,4475
1616,15-09-2025,newspapers,1496
1461,13-06-2024,rolls/buns,5238
1577,21-03-2024,frozen vegetables,2431
1121,29-02-2024,sausage,5241
2177,19-05-2024,tropical fruit,1680
1367,03-05-2024,brown bread,2734
1972,25-08-2024,root vegetables,3305
1278,19-07-2025,citrus fruit,4371
1373,02-03-2025,frankfurter,4535
2193,04-10-2024,newspapers,4048
1155,02-08-2024,tortillas,3084
1024,15-11-2025,newspapers,4345
1822,08-04-2025,paper towels,3911
1669,19-08-2024,margarine,444
1118,06-11-2024,yogurt,2637
1452,12-09-2024,margarine,587
1783,27-08-2024,bananas,619
1465,15-07-2025,margarine,2205
2155,05-04-2025,root vegetables,2631
2011,22-01-2025,salsa,4323
2074,24-04-2025,sausage,3640
1859,31-03-2025,tomato sauce,27
1433,15-03-2025,citrus fruit,3558
1560,10-01-2024,white bread,1705
1993,13-08-2025,canned beer,5991
1226,06-01-2024,canned beer,2842
1656,06-01-2025,frankfurter,407
1077,27-10-2024,pastry,2517
1601,29-03-2024,granola,936
2022,10-08-2025,margarine,2666
1149,19-08-2024,newspapers,541
1798,12-10-2024,canned beer,2003
1665,15-07-2024,canned beer,1358
1326,27-08-2025,canned beer,5985
1602,26-12-2024,margarine,2921
1118,07-06-2024,whole milk,2610
2129,19-05-2025,root vegetables,2268
1039,26-09-2025,granola,3044
1408,11-09-2025,whole milk,766
1220,17-12-2025,chips,5816
1018,21-08-2025,frozen vegetables,3905
2045,10-12-2024,salsa,5373
1762,19-09-2024,citrus fruit,4490
1566,03-12-2024,salty snack,3064
2133,28-10-2024,canned beer,45
1538,26-09-2025,parmesan,5932
1662,31-07-2025,citrus fruit,3830
1021,07-12-2025,canned beer,3258
1048,13-09-2025,margarine,1167
1823,17-05-2024,creamer,1561
1215,30-07-2025,salsa,5995
2036,27-05-2025,pastry,3526
1801,14-12-2025,salty snack,2928
1562,10-12-2025,yogurt,2043
1078,11-09-2024,curd,1533
1880,25-05-2025,yogurt,770
1506,28-04-2024,root vegetables,5401
1972,23-10-2024,curd,5039
1161,18-09-2025,bottled water,589
1405,10-09-2025,frozen vegetables,1333
1043,17-07-2025,creamer,3365
1400,28-05-2025,sausage,5192
1986,18-05-2024,bananas,5016
1430,15-11-2024,soda,4193
1877,16-06-2024,margarine,1722
1090,29-01-2024,pastry,1461
1657,12-06-2024,white bread,3574
2166,30-12-2025,pastry,1926
1211,03-05-2025,chocolate,5451
1515,29-10-2024,canned beer,4907
1765,06-03-2024,canned beer,4383
1530,23-01-2024,napkins,4969
2158,29-06-2024,white bread,3385
1065,07-09-2024,tropical fruit,3547
1141,22-09-2025,dish detergent,2206
1161,18-09-2025,newspapers,589
2008,23-07-2025,salty snack,1763
1070,16-05-2024,white bread,2008
1178,06-03-2025,curd,2318
1841,19-02-2025,citrus fruit,5306
1670,16-01-2024,red wine,4498
1760,13-05-2024,ketchup,5890
2036,09-10-2024,canned beer,4579
1099,26-12-2024,pastry,1408
1184,09-01-2024,ketchup,1140
1218,01-11-2024,bananas,3499
1350,26-04-2025,  CANNED BEER,1838
1425,29-06-2025,ice cream,3583
1044,23-01-2024,canned beer,2846
2105,17-11-2024,onions,545
1587,10-05-2025,granola,5595
1304,26-05-2025,canned beer,1574
1895,10-02-2024,red wine,5187
1412,08-01-2024,chocolate,5362
1636,02-12-2025,tropical fruit,1600
1838,09-05-2025,onions,2723
1416,17-03-2024,root vegetables,917
2041,16-07-2024,cat food,1744
1789,10-06-2025,frankfurter,5208
1646,16-03-2024,frankfurter,3019
1450,15-12-2025,frozen vegetables,4005
2158,30-01-2024,pip fruit,5490
1240,18-03-2025,newspapers,5463
1726,10-10-2025,coffee,1073
1872,15-04-2025,white bread,4673
1245,28-04-2025,root vegetables,1035
1712,06-03-2024,bottled water,2125
1539,05-04-2024,canned beer,1123
1708,19-03-2025,hamburger meat,1518
1468,03-07-2024,  MARGARINE,2292
1853,12-02-2025,brown bread,1983
1703,08-06-2025,pasta,1818
1546,07-02-2024,pip fruit,5283
1856,26-01-2025,domestic eggs,1740
1858,14-05-2025,salty snack,5281
1887,29-06-2024,newspapers,417
1752,22-05-2024,pip fruit,4273
1037,09-09-2024,curd,5046
1578,01-04-2025,canned beer,964
1526,27-02-2024,tropical fruit,3985
1008,20-05-2025,bottled water,5408
2063,28-03-2024,citrus fruit,1145
2070,27-02-2024,pasta,2314
1148,03-12-2025,ketchup,3654
1101,06-02-2024,citrus fruit,5577
1609,26-01-2025,canned beer,4040
1103,20-09-2025,newspapers,1458
1194,11-02-2025,yogurt,4573
1559,24-06-2025,domestic eggs,5489
1184,11-10-2024,margarine,4001
1446,01-02-2024,salsa,5810
1527,20-08-2024,margarine,421
1068,17-06-2024,curd,1351
2008,26-03-2025,margarine,3145
1833,17-03-2025,bottled water,5684
1942,24-05-2024,salsa,2886
1975,23-12-2025,salty snack,3224
2137,14-03-2024,whole milk,3362
1339,30-01-2024,domestic eggs,4397
1447,04-11-2024,bottled water,4206
1878,05-11-2024,canned beer,1179
2183,01-03-2025,cereal,3922
1547,10-07-2025,soda,3594
2111,31-01-2025,soda,2289
1561,16-06-2024,canned beer,4824
1558,29-07-2024,canned beer,4029
2090,23-10-2025,canned beer,4295
2061,29-09-2024,ice cream,19
2145,28-02-2024,onions,2357
1723,21-11-2025,cat food,5599
1433,16-07-2025,newspapers,5462
1180,12-04-2024,tortillas,581
1893,06-11-2025,frankfurter,2511
1633,16-07-2025,margarine,4941
1077,02-04-2024,salsa,832
1961,04-02-2024,chips,1438
1587,10-05-2025,bottled water,5595
1205,10-07-2025,margarine,3641
1226,06-01-2024,citrus fruit,2842
1977,08-05-2024,whole milk,565
2192,21-11-2024,,5587
1106,26-03-2025,frozen vegetables,4979
2179,30-05-2024,domestic eggs,4964
1625,11-04-2024,sausage,1778
1167,01-12-2025,domestic eggs,2682
1869,17-10-2024,onions,1345
1603,01-08-2025,cheese,4405
1850,12-05-2024,canned beer,2446
1289,31-10-2024,soda,1650
1024,08-10-2024,frankfurter,3562
1965,10-01-2025,yogurt,3491
1819,24-12-2025,canned beer,3998
1871,26-04-2025,  BOTTLED WATER,1287
1889,13-08-2025,citrus fruit,660
2159,20-02-2025,sausage,2423
1023,19-11-2025,brown bread,198
1793,11-01-2025,margarine,3131
1207,06-09-2024,soda,4375
1170,12-11-2025,onions,3370
1225,22-07-2025,citrus fruit,453
2157,07-01-2025,newspapers,1453
1961,30-04-2024,domestic eggs,3712
2081,28-05-2025,margarine,2067
1030,02-07-2025,cat food,4380
2070,16-07-2025,frozen vegetables,3253
1359,02-07-2024,yogurt,3938
2175,21-04-2025,white bread,4557
1179,06-11-2025,rolls/buns,4877
1836,25-10-2024,canned beer,2181
1260,29-04-2025,soda,3218
1126,21-02-2024,salsa,2473
1074,19-10-2024,citrus fruit,679
2097,02-10-2025,white bread,1857
1531,31-01-2024,margarine,201
1465,23-09-2025,chips,5453
1210,09-03-2024,shopping bags,620
1084,14-06-2024,white bread,3202
1437,30-09-2024,  PARMESAN,3356
1976,01-08-2025,ground beef,3973
1425,06-11-2024,citrus fruit,3127
1980,23-11-2024,whole milk,1412
1154,28-07-2024,whole milk,1419
1403,11-06-2024,white bread,1664
1303,27-08-2025,frozen vegetables,2159
1276,23-06-2025,dish detergent,1576
1127,06-03-2025,canned beer,4085
1237,11-01-2025,margarine,5763
2045,03-05-2025,root vegetables,3966
1761,02-09-2024,newspapers,1364
1954,23-02-2024,root vegetables,4030
1304,13-10-2025,whole milk,1535
1587,14-08-2024,canned beer,5558
1485,23-01-2025,canned beer,305
1425,20-04-2024,cheese,5442
2137,29-04-2024,sugar,4064
2089,04-11-2025,bottled water,5937
1179,03-10-2025,canned beer,3260
1161,18-09-2025,root vegetables,589
1253,07-07-2024,  CANNED BEER,3431
1646,27-12-2025,ice cream,2621
1646,07-03-2024,newspapers,5034
1765,18-10-2024,canned beer,1783
2163,27-03-2024,yogurt,5566
1342,05-10-2024,canned beer,4849
1220,28-03-2024,  TORTILLAS,4439
1540,05-07-2024,ice cream,3375
2193,07-03-2025,white bread,947
1426,30-07-2025,domestic eggs,3673
1500,12-07-2025,brown bread,1974
1410,12-04-2024,frankfurter,518
2004,22-03-2025,sausage,3733
1558,08-06-2025,chocolate,5557
1707,28-02-2024,newspapers,3085
1778,05-12-2025,citrus fruit,2993
1183,11-10-2025,pastry,1521
1200,20-05-2024,frozen vegetables,560
1130,27-03-2025,pastry,2231
1243,01-02-2024,newspapers,4857
1706,21-03-2024,margarine,5158
1447,18-05-2024,canned beer,3062
1535,17-09-2025,pip fruit,2764
1525,21-01-2024,frankfurter,3842
1650,05-05-2024,canned beer,3067
1932,31-08-2025,pastry,4508
1735,07-01-2025,sausage,1105
2118,08-11-2025,canned beer,1892
1149,09-08-2025,canned beer,2146
2093,29-03-2025,soda,4648
1289,29-01-2025,root vegetables,1808
1693,27-05-2025,tomato sauce,3040
1373,21-04-2024,newspapers,2951
1244,18-06-2024,sausage,736
1566,22-03-2025,sugar,4376
1650,09-07-2024,canned beer,4808
1665,11-10-2025,tomato sauce,4511
1140,23-07-2024,butter,3367
1781,19-01-2025,chocolate,4356
1174,26-07-2025,domestic eggs,3864
1888,17-10-2024,butter,921
2180,24-03-2024,margarine,3119
1440,21-09-2025,brown bread,5744
1909,11-01-2025,margarine,5186
1218,02-08-2025,hamburger meat,3425
1128,19-10-2024,  NEWSPAPERS,4843
1651,28-05-2024,frankfurter,1643
2103,27-11-2025,canned beer,4058
1911,11-10-2024,frozen vegetables,3993
